,video_id,comment_time,comment_text,sentiment,score,id,group_number,published_at_max
11,h0A4wHcmgAk,2015-03-06 00:21:35+00:00,Im a type r person but am i have to say that focus looks way better. The designer of the honda must be a young boy.,NEGATIVE,0.9927697777748108,h0A4wHcmgAk,108,2015-03-06 15:47:36+00:00
12,h0A4wHcmgAk,2015-03-05 23:51:31+00:00,RS ALL DAY EVERY DAY ,POSITIVE,0.9331379532814026,h0A4wHcmgAk,108,2015-03-06 15:47:36+00:00
13,h0A4wHcmgAk,2015-03-05 22:00:30+00:00,"Definately the rs, the civic looks horrible!",NEGATIVE,0.9997730851173401,h0A4wHcmgAk,108,2015-03-06 15:47:36+00:00
14,h0A4wHcmgAk,2015-03-05 20:50:53+00:00,"Civic by a mile, to be honest the rs looks a bit of a lump, a backward step even in looks in comparison to the last focus rs",NEGATIVE,0.9992764592170715,h0A4wHcmgAk,108,2015-03-06 15:47:36+00:00
15,h0A4wHcmgAk,2015-03-05 20:33:12+00:00,Focus RS BEAST of A CAR !!,POSITIVE,0.9560437798500061,h0A4wHcmgAk,108,2015-03-06 15:47:36+00:00
16,h0A4wHcmgAk,2015-03-05 19:31:02+00:00,Type R all the way. The Ford must weight hundred of lb more.,NEGATIVE,0.9975473284721375,h0A4wHcmgAk,108,2015-03-06 15:47:36+00:00
19,h0A4wHcmgAk,2015-03-05 16:21:30+00:00,Ford Focus RS ! ,POSITIVE,0.9903448224067688,h0A4wHcmgAk,108,2015-03-06 15:47:36+00:00
21,h0A4wHcmgAk,2015-03-05 16:19:54+00:00,Type r all the way it not just about power is about having the perfect balance. I would like to see the type r head to head with the RS,POSITIVE,0.998873770236969,h0A4wHcmgAk,108,2015-03-06 15:47:36+00:00
22,h0A4wHcmgAk,2015-03-05 16:05:36+00:00,Civic Type R,POSITIVE,0.9959365129470825,h0A4wHcmgAk,108,2015-03-06 15:47:36+00:00
23,U8StuKUqD8w,2015-06-19 19:05:44+00:00,Why does the front grille and headlights together scream Aston Martin? lol,NEGATIVE,0.9970616698265076,U8StuKUqD8w,124,2015-06-26 18:39:31+00:00
24,U8StuKUqD8w,2015-06-19 18:12:21+00:00,I like Ford Mondeo estate car review - Auto Trader,POSITIVE,0.9498061537742615,U8StuKUqD8w,124,2015-06-26 18:39:31+00:00
25,S9fQKBO-1mc,2015-06-26 07:55:32+00:00,Dude I need shirt just like that haha ,POSITIVE,0.9913170337677002,S9fQKBO-1mc,124,2015-06-26 18:39:31+00:00
26,S9fQKBO-1mc,2015-06-26 05:03:12+00:00,Tight,POSITIVE,0.9997177720069885,S9fQKBO-1mc,124,2015-06-26 18:39:31+00:00
27,S9fQKBO-1mc,2015-06-26 04:23:29+00:00,I am so happy I found this channel,POSITIVE,0.9998258948326111,S9fQKBO-1mc,124,2015-06-26 18:39:31+00:00
28,S9fQKBO-1mc,2015-06-26 04:20:30+00:00,Look how rusty that poor quality truck.. Bad,NEGATIVE,0.9997982382774353,S9fQKBO-1mc,124,2015-06-26 18:39:31+00:00
30,S9fQKBO-1mc,2015-06-26 02:21:13+00:00,Great review. Not a truck fan but your production was fantastic and keeps getting better and better. Was worth it. All about being able to run right thru the back set area lol. ,POSITIVE,0.9998224377632141,S9fQKBO-1mc,124,2015-06-26 18:39:31+00:00
31,S9fQKBO-1mc,2015-06-26 00:10:51+00:00,"1: your Total Recall shirt is outstanding.
2: nice review as usual. 
3: new drone footage is lovely, and surprisingly smooth/stable",POSITIVE,0.9998385906219482,S9fQKBO-1mc,124,2015-06-26 18:39:31+00:00
32,S9fQKBO-1mc,2015-06-25 23:34:41+00:00,I just recently discovered your channel and it didn't take long for the subscribe button to be clicked. I really enjoy your reviews. You have a refreshing new way of doing them and the video/production quality great. I particularly like the Shoppe. Keep up the great work!,POSITIVE,0.9998701810836792,S9fQKBO-1mc,124,2015-06-26 18:39:31+00:00
33,S9fQKBO-1mc,2015-06-25 22:37:35+00:00,Love that shirt haha,POSITIVE,0.9997730851173401,S9fQKBO-1mc,124,2015-06-26 18:39:31+00:00
34,S9fQKBO-1mc,2015-06-25 21:42:45+00:00,Man i got to say your videos are great quality stuff. Please continue these!,POSITIVE,0.9998261332511902,S9fQKBO-1mc,124,2015-06-26 18:39:31+00:00
35,S9fQKBO-1mc,2015-06-25 19:34:01+00:00,Great work on the glamour shots for the intro!,POSITIVE,0.9998201727867126,S9fQKBO-1mc,124,2015-06-26 18:39:31+00:00
36,S9fQKBO-1mc,2015-06-25 19:20:35+00:00,"Another great review! (Though its a truck)
A cool thing about this truck is that the aluminum comes from Alcoa which is local to my area(Quad Cities). Also how loud were the messaging seats? I test drove a 2013 Ford Taurus SHO and the messaging seat were very loud and had this very step like feel to them(Would pump air in, stop, then pump air in a different spot).",NEGATIVE,0.982991099357605,S9fQKBO-1mc,124,2015-06-26 18:39:31+00:00
37,S9fQKBO-1mc,2015-06-25 19:18:30+00:00,You can buy an M4 for the same price!,NEGATIVE,0.9623449444770813,S9fQKBO-1mc,124,2015-06-26 18:39:31+00:00
38,S9fQKBO-1mc,2015-06-25 19:07:06+00:00,Love the Johnny Cab T-shirt sir. We hope you enjoyed the ride!,POSITIVE,0.9998486042022705,S9fQKBO-1mc,124,2015-06-26 18:39:31+00:00
39,S9fQKBO-1mc,2015-06-25 19:01:29+00:00,So tuff.  Nice aerial shots.  How did you do that?,POSITIVE,0.9976747632026672,S9fQKBO-1mc,124,2015-06-26 18:39:31+00:00
40,S9fQKBO-1mc,2015-06-25 18:59:17+00:00,"The production value of your videos are amazing.  That being said, I couldn't care less about trucks.",POSITIVE,0.9998546838760376,S9fQKBO-1mc,124,2015-06-26 18:39:31+00:00
41,tv0LXfY0EN0,2016-04-28 22:25:09+00:00,You forgot the Volvo C30 PoleStar Hatch.....,NEGATIVE,0.996458113193512,tv0LXfY0EN0,168,2016-04-29 11:31:13+00:00
42,tv0LXfY0EN0,2016-04-28 22:21:06+00:00,My black RS is ordered ... unfortunaly I have to wait a few months ..,NEGATIVE,0.9988273978233337,tv0LXfY0EN0,168,2016-04-29 11:31:13+00:00
43,tv0LXfY0EN0,2016-04-26 20:06:34+00:00,that's gonna be epic......,POSITIVE,0.999474823474884,tv0LXfY0EN0,168,2016-04-29 11:31:13+00:00
44,tv0LXfY0EN0,2016-04-26 17:39:56+00:00,great video,POSITIVE,0.9998680353164673,tv0LXfY0EN0,168,2016-04-29 11:31:13+00:00
45,tv0LXfY0EN0,2016-04-26 17:12:34+00:00,"Screw the 0-60 times for this test. A dual-clutch will always beat manual.
I want track times!! On a dry track!!",NEGATIVE,0.9906603693962097,tv0LXfY0EN0,168,2016-04-29 11:31:13+00:00
46,tv0LXfY0EN0,2016-04-26 16:41:25+00:00,I wish they did the 1m in the f20 style for a comparisons.,NEGATIVE,0.9957910776138306,tv0LXfY0EN0,168,2016-04-29 11:31:13+00:00
47,tv0LXfY0EN0,2016-04-26 15:48:51+00:00,"Auto trader
Whatever U may do, we want a lap time on all cars, without that all claims are subjective, it dosent matter whether RS is the fastest or not but a lap time on each car will be well appreciated",POSITIVE,0.991258442401886,tv0LXfY0EN0,168,2016-04-29 11:31:13+00:00
49,tv0LXfY0EN0,2016-04-26 15:14:26+00:00,should have been called focus rs vs the world.,NEGATIVE,0.9995014667510986,tv0LXfY0EN0,168,2016-04-29 11:31:13+00:00
50,tv0LXfY0EN0,2016-04-26 14:00:48+00:00,"when when when,i cant weight",NEGATIVE,0.9729140400886536,tv0LXfY0EN0,168,2016-04-29 11:31:13+00:00
51,tv0LXfY0EN0,2016-04-26 12:57:07+00:00,I think/predict that many fans of the other hot hatches will be genuinely shocked at how well the Focus RS performs :-),NEGATIVE,0.9842803478240967,tv0LXfY0EN0,168,2016-04-29 11:31:13+00:00
52,tv0LXfY0EN0,2016-04-26 12:27:49+00:00,"On the track the focus will have it I recon but in the real world you're not going to split the difference and the RS3 and A45 are better made and on finance, are the same price 👍🏻",NEGATIVE,0.9785339832305908,tv0LXfY0EN0,168,2016-04-29 11:31:13+00:00
53,tv0LXfY0EN0,2016-04-26 12:12:23+00:00,Ford will be last haha,NEGATIVE,0.9294959306716919,tv0LXfY0EN0,168,2016-04-29 11:31:13+00:00
54,tv0LXfY0EN0,2016-04-26 12:05:37+00:00,Audi RS3 for the win!,POSITIVE,0.9995972514152527,tv0LXfY0EN0,168,2016-04-29 11:31:13+00:00
55,tv0LXfY0EN0,2016-04-26 11:41:46+00:00,First,POSITIVE,0.9977535605430603,tv0LXfY0EN0,168,2016-04-29 11:31:13+00:00
57,HhnyQHRoeao,2016-04-29 11:17:54+00:00,good job guys,POSITIVE,0.999836802482605,HhnyQHRoeao,168,2016-04-29 11:31:13+00:00
58,HhnyQHRoeao,2016-04-29 11:12:02+00:00,"Theoretically a great test, with a great bunch of top hot hatches... but all these tests and not the best car won! Don't get me wrong Focus RS is a great car, but Mercedes won alot of the tests yet it didn't win, just because the RS did a better track time. What's the point of all the other tests? Seems like a paid advertisement to me.",NEGATIVE,0.9978494644165039,HhnyQHRoeao,168,2016-04-29 11:31:13+00:00
59,HhnyQHRoeao,2016-04-29 11:11:47+00:00,"Great choices, if it was my money though I think 135i or Type R",POSITIVE,0.9880913496017456,HhnyQHRoeao,168,2016-04-29 11:31:13+00:00
60,HhnyQHRoeao,2016-04-29 10:56:23+00:00,"great content and long video is the way to go! love it love it love it. although I personally prefer the A45 for the sheer bonkersness and more 'rewrite hot hatch rule book' than focus rs when it came out 2years ago. Focus RS brilliant machine no denying, but late to the market with outdated interior and styling. the car I look forward to is Megane 4 RS. I hope renault sports guys come up with yet another astonishing piece of art towards end of this year. fingers crossed.",NEGATIVE,0.9960896968841553,HhnyQHRoeao,168,2016-04-29 11:31:13+00:00
61,HhnyQHRoeao,2016-04-29 10:54:08+00:00,"10:57 ""It is just a bit too sophisticated"" That is ridiculous.",NEGATIVE,0.9995494484901428,HhnyQHRoeao,168,2016-04-29 11:31:13+00:00
62,HhnyQHRoeao,2016-04-29 10:47:08+00:00,"First of all throw out the non-German cars, then cut out all the front-wheel drive nonsense and you are left with 4 really good cars. I'd personally go with the Golf R any day.",POSITIVE,0.9978362917900085,HhnyQHRoeao,168,2016-04-29 11:31:13+00:00
63,HhnyQHRoeao,2016-04-29 10:40:19+00:00,"Poor ergonomics on the type R??? Literally every review about the ITR can't stop talking about the seats being the best in its class lol. BTW this was awesome, you need more subscribers.",NEGATIVE,0.973681628704071,HhnyQHRoeao,168,2016-04-29 11:31:13+00:00
64,HhnyQHRoeao,2016-04-29 10:31:48+00:00,no astra VXR or Cooper JCW?,NEGATIVE,0.9993658661842346,HhnyQHRoeao,168,2016-04-29 11:31:13+00:00
65,HhnyQHRoeao,2016-04-29 10:22:34+00:00,this channel is epic!,POSITIVE,0.999724805355072,HhnyQHRoeao,168,2016-04-29 11:31:13+00:00
66,HhnyQHRoeao,2016-04-29 10:19:34+00:00,"The Type R should of been with the final 3. It would beat the RS in MPG, Sound test, and practiclity also, then do a dry weather track time and it will destroy the RS, it beats a M4/M5,RS6 on the Ring. Also that Megane has special tyres that if you dont warm them up you will crash if you push to hard before they are warm. Anyway nice test!",NEGATIVE,0.9902161359786987,HhnyQHRoeao,168,2016-04-29 11:31:13+00:00
67,HhnyQHRoeao,2016-04-29 10:18:29+00:00,Great video!,POSITIVE,0.9998689889907837,HhnyQHRoeao,168,2016-04-29 11:31:13+00:00
69,HhnyQHRoeao,2016-04-29 09:39:33+00:00,"loads of info, v good and many cars compared",NEGATIVE,0.9827861785888672,HhnyQHRoeao,168,2016-04-29 11:31:13+00:00
70,HhnyQHRoeao,2016-04-29 09:36:30+00:00,"I don't understand why people are downvoting this?

Salty Audi owners?",NEGATIVE,0.9988449811935425,HhnyQHRoeao,168,2016-04-29 11:31:13+00:00
71,HhnyQHRoeao,2016-04-29 09:35:17+00:00,I would like to remember everyone that the renault rs is actually  a 2008 car.the rs is 2015 and the mercedes 2013.and still renault is there.this is how far it was from its rival back then!,POSITIVE,0.9326101541519165,HhnyQHRoeao,168,2016-04-29 11:31:13+00:00
73,HhnyQHRoeao,2016-04-29 08:55:13+00:00,"hate how you guys ruled cars out because of wet traction, that a lot of tire and not the actual car",NEGATIVE,0.999175488948822,HhnyQHRoeao,168,2016-04-29 11:31:13+00:00
74,HhnyQHRoeao,2016-04-29 08:47:06+00:00,"Another pointless hot-hatch track test. You may as well have taken a Ferrari 458, Lamborghini Murcielago, and Porsche 911 and then tested their off-road capabilities. Seriously, none of these are track cars. Why test them on the track? You would have been better off testing them in the environment for which they were intended - daily city driving - buying groceries, picking up kids, commuting to work. Quite bizarre that you had all these great cars and wasted the opportunity.",NEGATIVE,0.9997124075889587,HhnyQHRoeao,168,2016-04-29 11:31:13+00:00
75,HhnyQHRoeao,2016-04-29 08:38:01+00:00,"Great in-depth test! Nice to see the emphasis placed on road driving fun rather than lap times and drag races, as is often the case.  Also great to see ownership costs and practicality factored in. More reviewers should do that!
I agree the RS is the best combination of fun, speed, practicality and value. I must admit the A45 is desirable, but at 40k, so it darn well should be!",POSITIVE,0.9996345043182373,HhnyQHRoeao,168,2016-04-29 11:31:13+00:00
76,HhnyQHRoeao,2016-04-29 08:23:23+00:00,"Thanks guys, great video.",POSITIVE,0.9998347759246826,HhnyQHRoeao,168,2016-04-29 11:31:13+00:00
77,HhnyQHRoeao,2016-04-29 08:19:08+00:00,"Nice group test. 

It's a rather long watch, but well worth sticking through for the best part: which is just before the end.",POSITIVE,0.996887743473053,HhnyQHRoeao,168,2016-04-29 11:31:13+00:00
78,HhnyQHRoeao,2016-04-29 08:01:03+00:00,"That was great, keep up the good job !",POSITIVE,0.9998661279678345,HhnyQHRoeao,168,2016-04-29 11:31:13+00:00
79,HhnyQHRoeao,2016-04-29 07:31:07+00:00,"Focus was just 1.1secs quicker than Civic R in the wet. I was expecting the gap to be much bigger with its AWD and more powerful engine. 

Dry test should be interesting.......",NEGATIVE,0.9867480993270874,HhnyQHRoeao,168,2016-04-29 11:31:13+00:00
80,HhnyQHRoeao,2016-04-29 07:24:52+00:00,"excellent review and infos! keep the good work!
Subscribed!",POSITIVE,0.9998537302017212,HhnyQHRoeao,168,2016-04-29 11:31:13+00:00
82,HhnyQHRoeao,2016-04-29 07:11:43+00:00,"Insane review that covered all of today's hottest hatches, not (and most likely never) to be conducted anywhere else. And all bases covered too! Auto Trader for the win :)",POSITIVE,0.984086811542511,HhnyQHRoeao,168,2016-04-29 11:31:13+00:00
83,HhnyQHRoeao,2016-04-29 07:07:35+00:00,"This was actually really well filmed and edited 
Very good content 
Thumbs up",POSITIVE,0.9995352029800415,HhnyQHRoeao,168,2016-04-29 11:31:13+00:00
84,HhnyQHRoeao,2016-04-29 07:01:52+00:00,"Ill take the fastest day to day, the nicest sounding, the nicest inside.......the RS3, don't really care if it under-steers at the limit on a track in wet, never going to happen in the real world.",NEGATIVE,0.9951541423797607,HhnyQHRoeao,168,2016-04-29 11:31:13+00:00
85,HhnyQHRoeao,2016-04-29 06:28:05+00:00,"Why these 'tests' or shootouts aren't shot in dry weather is beyond me. I understand it's a bit difficult out there to get a sunny day since it's no California or anything, but jeez. Should probably add an asterisk to those lap times.",NEGATIVE,0.9915392994880676,HhnyQHRoeao,168,2016-04-29 11:31:13+00:00
86,HhnyQHRoeao,2016-04-29 06:10:23+00:00,they are so wrong  with the new sti it's a much better car then they say it is,NEGATIVE,0.9986249208450317,HhnyQHRoeao,168,2016-04-29 11:31:13+00:00
87,HhnyQHRoeao,2016-04-29 05:39:10+00:00,RS3 ALL DAY ANY DAY!!,POSITIVE,0.9402474164962769,HhnyQHRoeao,168,2016-04-29 11:31:13+00:00
88,HhnyQHRoeao,2016-04-29 05:07:40+00:00,"Have to agree on the Golf R, The drive feel less connected than my MKV GTI although every sense of my body is telling me the R is sharper, faster, and performed better in every metric. However something is missing in that steering.... Maybe it's the tire...  

Although the RS was a great car but never regret the choice of Golf R over RS. R is still better for everyday use in almost every way while the RS will only out perform the R on performance driving condition which is about less than 1% of the time for me. But as a for fun car I'll take the RS over the R any day of the week.",NEGATIVE,0.989879846572876,HhnyQHRoeao,168,2016-04-29 11:31:13+00:00
89,HhnyQHRoeao,2016-04-29 04:13:36+00:00,I wish they made the rs3 in the states,NEGATIVE,0.9934484362602234,HhnyQHRoeao,168,2016-04-29 11:31:13+00:00
90,HhnyQHRoeao,2016-04-29 04:13:05+00:00,"Great job guys! Didn't care for the cars that aren't available in the U.S since I'm U.S. But still great. Damn, that mercy is a beast. Im all about dual clutch autos. Love them. I just don't quite like the way it looks. Looks kinda like a mixture of a mini van and a hatch. I like the Ford Focus RS but wish it had a dual clutch. It's a American so that won't happen any fuckin time soon. Favorite hatch has got the be the subaru wrx sti. But their engine is so outdated. 

I agree with your decision on the winner.",NEGATIVE,0.9859668612480164,HhnyQHRoeao,168,2016-04-29 11:31:13+00:00
92,HhnyQHRoeao,2016-04-29 03:51:44+00:00,"Why people are buying this shitty cars, we have much faster track vehicles mostly for same price with far far far better performance. 
When you on the track it very like that you will damage your car and it's ok, but how the fuck you can use for your daily driver !!!! Stupid !!!!",NEGATIVE,0.9960373044013977,HhnyQHRoeao,168,2016-04-29 11:31:13+00:00
93,HhnyQHRoeao,2016-04-29 03:50:55+00:00,"Lame, need to do a dry track day then it's a whole different story.",NEGATIVE,0.9985800981521606,HhnyQHRoeao,168,2016-04-29 11:31:13+00:00
94,HhnyQHRoeao,2016-04-29 03:44:36+00:00,"Loooove this comparó i thing yes the winner its off course the Focus but i like to see the Bimmer in the top 3, cheers for this nice video 👍🏻👍🏻",POSITIVE,0.9997273087501526,HhnyQHRoeao,168,2016-04-29 11:31:13+00:00
96,HhnyQHRoeao,2016-04-29 03:36:06+00:00,Great video,POSITIVE,0.9998680353164673,HhnyQHRoeao,168,2016-04-29 11:31:13+00:00
97,HhnyQHRoeao,2016-04-29 03:18:11+00:00,"Money no object, I'd have the Merc (and provided it was sold in the US). However, as an all around package, the Focus is the one I'd take home.",POSITIVE,0.9364883303642273,HhnyQHRoeao,168,2016-04-29 11:31:13+00:00
98,HhnyQHRoeao,2016-04-29 03:14:33+00:00,Another commercial published on behalf of Ford. Thanks for wasting my time.,NEGATIVE,0.9994768500328064,HhnyQHRoeao,168,2016-04-29 11:31:13+00:00
99,HhnyQHRoeao,2016-04-29 02:51:15+00:00,evo x would have been a great entry,POSITIVE,0.9934982061386108,HhnyQHRoeao,168,2016-04-29 11:31:13+00:00
100,HhnyQHRoeao,2016-04-29 02:04:22+00:00,"Too bad only one of your winners is available here in the US. That said the Focus RS is THE winner. However I've had such a terrible experience with my Focus ST I'm having a hard time justifying the upgrade. Seeing t hat the Renault and the AMG are not available here, I might need to look at the Golf R....",NEGATIVE,0.9983250498771667,HhnyQHRoeao,168,2016-04-29 11:31:13+00:00
101,HhnyQHRoeao,2016-04-29 02:04:04+00:00,This video was great at 2x speed. They talk so slowly.,NEGATIVE,0.9655835032463074,HhnyQHRoeao,168,2016-04-29 11:31:13+00:00
102,HhnyQHRoeao,2016-04-29 01:48:08+00:00,so the wrx finally fell to the hot hatch area? that car was a top tier sports car 10 years ago. unfortunately there is no improvement but styling,NEGATIVE,0.9971709847450256,HhnyQHRoeao,168,2016-04-29 11:31:13+00:00
103,HhnyQHRoeao,2016-04-29 01:17:02+00:00,Great video! Watched the entire thing. More of these,POSITIVE,0.9996938705444336,HhnyQHRoeao,168,2016-04-29 11:31:13+00:00
104,HhnyQHRoeao,2016-04-29 01:04:32+00:00,I like the dynamic of you three guys. A comprehensive test too. Well done,POSITIVE,0.9997410178184509,HhnyQHRoeao,168,2016-04-29 11:31:13+00:00
106,HhnyQHRoeao,2016-04-29 00:42:54+00:00,where's the Astra VXR anyway.You had at least four car's in your line that the VXR would beat hands down?? Also I have seen many videos of the Honda beating the trophy. Isn't it strange every time the Honda is up against the Ford RS its wet track day.For some reason Ford Rs seem to be shy to put their car against the Honda in a 1vs1 track battle.Let's do this guys!!,NEGATIVE,0.9927113056182861,HhnyQHRoeao,168,2016-04-29 11:31:13+00:00
108,HhnyQHRoeao,2016-04-29 00:26:20+00:00,looking at those lap times the Honda Type R would win on a dry track.To remove this car was criminal. Defo Bonkers.Considering that the Honda is better than the Trophy what where you thinking of.PayOff! oh did I speak my mind Lol ;),NEGATIVE,0.9895776510238647,HhnyQHRoeao,168,2016-04-29 11:31:13+00:00
109,HhnyQHRoeao,2016-04-28 23:56:36+00:00,"While i do like the Mercedes better on looks and interior, i feel like people are bias towards the Mercedes just because its a ""Mercedes""",NEGATIVE,0.9968649744987488,HhnyQHRoeao,168,2016-04-29 11:31:13+00:00
110,HhnyQHRoeao,2016-04-28 23:56:34+00:00,"Lol. Looks like Honda's getting a little optimistic about the top speed. Between that and the styling, it must be marketed to ricers.",NEGATIVE,0.9966554641723633,HhnyQHRoeao,168,2016-04-29 11:31:13+00:00
111,HhnyQHRoeao,2016-04-28 23:55:49+00:00,Awesome job guys. A45 AMG is my pick through.,POSITIVE,0.998640239238739,HhnyQHRoeao,168,2016-04-29 11:31:13+00:00
112,HhnyQHRoeao,2016-04-28 23:26:26+00:00,This comparison/test  is absolutely MEGA.,POSITIVE,0.9678187966346741,HhnyQHRoeao,168,2016-04-29 11:31:13+00:00
113,HhnyQHRoeao,2016-04-28 23:22:52+00:00,"that test sucks! 
RS3 got slow gearbox? -__- if you do not like a car or a brand - do the test without it... 
I don't say the rs3 is the best of them, but realy you just shit on that car.

fuck off",NEGATIVE,0.9990835189819336,HhnyQHRoeao,168,2016-04-29 11:31:13+00:00
114,HhnyQHRoeao,2016-04-28 22:40:11+00:00,"As much as a dislike ford and the focus, I can only agree that its the best hot hatch here.",POSITIVE,0.9991033673286438,HhnyQHRoeao,168,2016-04-29 11:31:13+00:00
115,HhnyQHRoeao,2016-04-28 22:30:18+00:00,"As a 20-year old and megane rs owner, this was the most thrilling video I ever watched. And I watched about every car/hothatch video out there...",POSITIVE,0.999580442905426,HhnyQHRoeao,168,2016-04-29 11:31:13+00:00
116,HhnyQHRoeao,2016-04-28 22:22:03+00:00,"Thank you for the review and greets from Germany. There is only one winner for sure, for that mony FORD FOCUS RS",POSITIVE,0.9955523610115051,HhnyQHRoeao,168,2016-04-29 11:31:13+00:00
117,HhnyQHRoeao,2016-04-28 22:15:28+00:00,Before watching I predict the Audi won't impress overall and then the fanboys will call the reviewers stupid or paid off.,NEGATIVE,0.9997209906578064,HhnyQHRoeao,168,2016-04-29 11:31:13+00:00
118,HhnyQHRoeao,2016-04-28 22:07:53+00:00,Congrats! Excelent vídeo,POSITIVE,0.9997029900550842,HhnyQHRoeao,168,2016-04-29 11:31:13+00:00
119,HhnyQHRoeao,2016-04-28 22:05:05+00:00,"Great test and video, would have chosen exactly those as my top 3 and in just that order if id have to pay for one. Although I´m weak for the Renault and the AMG aswell",NEGATIVE,0.993499755859375,HhnyQHRoeao,168,2016-04-29 11:31:13+00:00
120,HhnyQHRoeao,2016-04-28 21:54:41+00:00,sub great review. More videos  guys...,POSITIVE,0.9447506070137024,HhnyQHRoeao,168,2016-04-29 11:31:13+00:00
121,HhnyQHRoeao,2016-04-28 21:32:30+00:00,thank you,POSITIVE,0.9998352527618408,HhnyQHRoeao,168,2016-04-29 11:31:13+00:00
122,HhnyQHRoeao,2016-04-28 21:32:24+00:00,"Megane Cup-S did really well and you can get it dirt cheap even with options if you use a site like Car Wow. I'm mega happy with my 275 Trophy, it's so subtle yet so much fun too. Focus RS is really good value for money",POSITIVE,0.9994174242019653,HhnyQHRoeao,168,2016-04-29 11:31:13+00:00
123,HhnyQHRoeao,2016-04-28 21:31:59+00:00,"Own up, Who's the silly twat that bought a Type R ?????",NEGATIVE,0.9966374635696411,HhnyQHRoeao,168,2016-04-29 11:31:13+00:00
124,HhnyQHRoeao,2016-04-28 21:30:37+00:00,"Surprisingly good video.  Good job. More of these please.  The RS is the new benchmark, no doubt, having the performance and charm.  Good job Ford.  Now, their US Dealerships though, biggest scumbags ever.  All of these guys are marking them up $5-10K over sticker, others don't know what you're talking about, and some others are just flat out disinterested.  Horrific shopping experience, and I basically give up looking for one of these cars because of it.  They also are losing an additional sale as I need two vehicles, the RS for me, and something for the wife.  You lose Ford, and a big F-you to Ford scumbag dealerships.",NEGATIVE,0.9951385259628296,HhnyQHRoeao,168,2016-04-29 11:31:13+00:00
125,HhnyQHRoeao,2016-04-28 21:24:39+00:00,whyyy in wet why :(,NEGATIVE,0.990748941898346,HhnyQHRoeao,168,2016-04-29 11:31:13+00:00
127,HhnyQHRoeao,2016-04-28 21:04:30+00:00,what a selection of cars. epic review,POSITIVE,0.9994572997093201,HhnyQHRoeao,168,2016-04-29 11:31:13+00:00
129,HhnyQHRoeao,2016-04-28 20:48:14+00:00,"excellent video auto trader,keep up the good work 👍",POSITIVE,0.9998144507408142,HhnyQHRoeao,168,2016-04-29 11:31:13+00:00
